,No.,Time,Source,Destination,Protocol,Length,Info
9746,10058,27.170140981674194,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9747,10059,27.172801971435547,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9748,10060,27.17830491065979,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9749,10061,27.178319931030273,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9750,10062,27.181237936019897,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9751,10063,27.186981916427612,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9752,10064,27.189668893814087,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9753,10065,27.191190004348755,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9754,10066,27.194875955581665,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9755,10067,27.19496488571167,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9756,10068,27.198185920715332,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9757,10069,27.201677083969116,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9758,10070,27.2028489112854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9759,10071,27.20357894897461,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9760,10072,27.20657992362976,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9761,10073,27.208141088485718,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9762,10074,27.212158918380737,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9763,10075,27.214977979660034,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9764,10076,27.220709085464478,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9765,10077,27.223428964614868,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9766,10079,27.228971004486084,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9767,10080,27.231834888458252,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9768,10081,27.235033988952637,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9769,10082,27.235893964767456,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9770,10083,27.237333059310913,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9771,10084,27.24024510383606,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9772,10087,27.244529008865356,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9773,10088,27.245632886886597,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9774,10089,27.248650074005127,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9775,10091,27.25427007675171,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9776,10092,27.255783081054688,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9777,10093,27.25578999519348,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9778,10094,27.257188081741333,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9779,10095,27.262732982635498,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9780,10096,27.264116048812866,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9781,10097,27.26560688018799,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9782,10098,27.267008066177368,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9783,10099,27.2711820602417,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9784,10100,27.274009943008423,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9785,10101,27.279617071151733,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9786,10102,27.282449960708618,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9787,10103,27.282744884490967,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9788,10104,27.287978887557983,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9789,10105,27.29084801673889,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9790,10106,27.296485900878906,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9791,10107,27.29739499092102,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9792,10108,27.299276113510132,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9793,10109,27.30112600326538,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9794,10110,27.30487608909607,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9795,10111,27.307689905166626,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9796,10112,27.31307291984558,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9797,10113,27.31617498397827,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9798,10114,27.32160210609436,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9799,10115,27.324615001678467,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9800,10116,27.330087900161743,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9801,10117,27.33078098297119,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9802,10118,27.3309268951416,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9803,10119,27.330934047698975,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9804,10120,27.333075046539307,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9805,10121,27.335692882537842,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9806,10122,27.338721990585327,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9807,10123,27.34150505065918,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9808,10124,27.346720933914185,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9809,10125,27.34707498550415,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9810,10126,27.34995198249817,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9811,10127,27.355299949645996,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9812,10128,27.358365058898926,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9813,10129,27.363955974578857,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9814,10130,27.365225076675415,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9815,10131,27.36679196357727,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9816,10132,27.371670961380005,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9817,10133,27.372402906417847,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9818,10134,27.375221967697144,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9819,10135,27.38057804107666,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9820,10136,27.383615970611572,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9821,10137,27.387857913970947,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9822,10138,27.389201879501343,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9823,10139,27.392128944396973,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9824,10140,27.39215111732483,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9825,10141,27.394881010055542,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9826,10142,27.397675037384033,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9827,10143,27.39968490600586,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9828,10144,27.400527954101562,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9829,10145,27.40131688117981,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9830,10146,27.40607500076294,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9831,10147,27.408967971801758,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9832,10148,27.41448211669922,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9833,10149,27.417382955551147,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9834,10150,27.422600030899048,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9835,10151,27.425812005996704,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9836,10152,27.42697501182556,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9837,10153,27.42793893814087,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9838,10154,27.431315898895264,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9839,10155,27.434197902679443,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9840,10156,27.435651063919067,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9841,10157,27.435659885406494,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9842,10158,27.439769983291626,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9843,10159,27.44261908531189,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9844,10160,27.448179006576538,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9845,10161,27.448326110839844,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9846,10162,27.45097303390503,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9847,10163,27.451061964035034,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9848,10164,27.456652879714966,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9849,10165,27.459476947784424,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9850,10166,27.46502995491028,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9851,10167,27.467875957489014,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9852,10168,27.473471879959106,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9853,10169,27.476277112960815,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9854,10170,27.481828927993774,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9855,10171,27.484682083129883,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9856,10172,27.490055084228516,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9857,10173,27.490062952041626,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9858,10174,27.49006700515747,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9859,10175,27.490992069244385,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9860,10176,27.493091106414795,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9861,10177,27.498734951019287,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9862,10178,27.499706983566284,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9863,10179,27.49971294403076,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9864,10180,27.50151801109314,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9865,10181,27.506918907165527,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9866,10182,27.509963035583496,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9867,10183,27.512367963790894,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9868,10184,27.51529288291931,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9869,10185,27.515882968902588,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9870,10186,27.51835608482361,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9871,10187,27.523866891860962,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9872,10188,27.526752948760986,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9873,10189,27.52771306037903,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9874,10190,27.527719974517822,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9875,10191,27.532182931900024,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9876,10192,27.535181045532227,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9877,10193,27.539504051208496,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9878,10194,27.539671897888184,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9879,10195,27.540755033493042,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9880,10196,27.543617010116577,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9881,10197,27.549093008041382,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9882,10198,27.55202603340149,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9883,10199,27.55340003967285,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9884,10200,27.5541729927063,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9885,10201,27.55738091468811,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9886,10202,27.560465097427368,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9887,10203,27.563168048858643,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9888,10204,27.565857887268066,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9889,10205,27.5688738822937,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9890,10206,27.574381113052368,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9891,10207,27.575231075286865,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9892,10208,27.577259063720703,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9893,10209,27.582616090774536,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9894,10210,27.58521604537964,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9895,10211,27.58567190170288,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9896,10212,27.59127688407898,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9897,10213,27.594100952148438,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9898,10214,27.599714994430542,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9899,10215,27.60254192352295,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9900,10216,27.602670907974243,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9901,10217,27.608139038085938,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9902,10218,27.610944986343384,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9903,10219,27.616487979888916,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9904,10220,27.61869788169861,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9905,10221,27.61933994293213,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9906,10222,27.624948978424072,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9907,10223,27.627749919891357,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9908,10224,27.62777090072632,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9909,10225,27.633431911468506,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9910,10226,27.63635492324829,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9911,10227,27.639256954193115,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9912,10228,27.63927698135376,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9913,10229,27.64187002182007,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9914,10230,27.64476203918457,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9915,10231,27.650338888168335,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9916,10232,27.653248071670532,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9917,10233,27.656687021255493,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9918,10234,27.656702041625977,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9919,10235,27.65878200531006,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9920,10236,27.66167688369751,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9921,10237,27.666762113571167,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9922,10238,27.667006015777588,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9923,10239,27.670119047164917,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9924,10240,27.675506114959717,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9925,10241,27.678587913513184,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9926,10242,27.683531999588013,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9927,10243,27.684144020080566,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9928,10244,27.685224056243896,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9929,10245,27.68697190284729,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9930,10246,27.69025492668152,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9931,10247,27.69260001182556,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9932,10248,27.69273591041565,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9933,10249,27.695453882217407,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9934,10250,27.700854063034058,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9935,10251,27.703392028808594,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9936,10252,27.703857898712158,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9937,10253,27.7042019367218,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9938,10254,27.70933508872986,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9939,10255,27.71061611175537,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9940,10256,27.71226406097412,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9941,10257,27.717784881591797,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9942,10258,27.72015404701233,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9943,10259,27.720699071884155,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9944,10260,27.72600293159485,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9945,10261,27.729109048843384,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9946,10262,27.73203206062317,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9947,10263,27.734474897384644,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9948,10264,27.73754906654358,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9949,10265,27.74318790435791,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9950,10266,27.74595308303833,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9951,10267,27.746906042099,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9952,10268,27.751298904418945,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9953,10269,27.754400968551636,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9954,10270,27.75980496406555,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9955,10271,27.762794971466064,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9956,10272,27.768192052841187,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9957,10273,27.77120804786682,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9958,10274,27.771912097930908,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9959,10275,27.774214029312134,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9960,10276,27.77686095237732,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9961,10277,27.7796790599823,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9962,10278,27.78027606010437,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9963,10279,27.780391931533813,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9964,10280,27.785192012786865,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9965,10281,27.785392999649048,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9966,10282,27.788068056106567,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9967,10283,27.793598890304565,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9968,10284,27.79472303390503,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9969,10285,27.796509981155396,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9970,10286,27.80193305015564,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9971,10287,27.804944038391113,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9972,10288,27.809705018997192,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9973,10289,27.81031894683838,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9974,10290,27.810735940933228,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9975,10291,27.810739994049072,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9976,10292,27.81088089942932,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9977,10293,27.811930894851685,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9978,10294,27.813393115997314,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9979,10295,27.818949937820435,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9980,10296,27.82179093360901,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9981,10297,27.827187061309814,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9982,10298,27.830276012420654,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9983,10299,27.835948944091797,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9984,10300,27.837618112564087,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9985,10301,27.838660955429077,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9986,10302,27.84376311302185,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9987,10303,27.847090005874634,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9988,10304,27.847609043121338,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9989,10305,27.852722883224487,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9990,10306,27.855495929718018,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9991,10307,27.860878944396973,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9992,10308,27.863898992538452,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9993,10309,27.86951994895935,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9994,10310,27.87231993675232,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9995,10311,27.87356400489807,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9996,10312,27.8747079372406,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9997,10313,27.877665996551514,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
9998,10314,27.880712032318115,192.168.1.235,192.168.1.80,TCP,54,[SYN]
9999,10315,27.886240005493164,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10000,10316,27.88917088508606,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10001,10317,27.894469022750854,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10002,10318,27.895116090774536,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10003,10319,27.896109104156494,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10004,10320,27.897541046142578,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10005,10321,27.899686098098755,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10006,10322,27.90298104286194,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10007,10323,27.905977964401245,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10008,10324,27.90676999092102,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10009,10325,27.911350965499878,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10010,10326,27.911669969558716,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10011,10327,27.91265892982483,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10012,10328,27.914378881454468,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10013,10329,27.919872045516968,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10014,10330,27.92278289794922,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10015,10331,27.928366899490356,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10016,10332,27.93127202987671,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10017,10333,27.93670105934143,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10018,10334,27.93899893760681,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10019,10335,27.93973207473755,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10020,10336,27.94053602218628,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10021,10337,27.940762996673584,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10022,10338,27.94076895713806,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10023,10339,27.945260047912598,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10024,10340,27.948158025741577,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10025,10341,27.953625917434692,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10026,10342,27.95659589767456,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10027,10343,27.959278106689453,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10028,10344,27.96197009086609,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10029,10345,27.963757038116455,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10030,10346,27.965044021606445,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10031,10347,27.970616102218628,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10032,10348,27.973474979400635,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10033,10349,27.97585105895996,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10034,10350,27.978976011276245,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10035,10351,27.98193097114563,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10036,10352,27.98743510246277,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10037,10353,27.990406036376953,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10038,10354,27.99603509902954,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10039,10355,27.998843908309937,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10040,10356,28.004410982131958,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10041,10357,28.007386922836304,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10042,10358,28.009649991989136,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10043,10359,28.011194944381714,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10044,10360,28.012784957885742,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10045,10361,28.015724897384644,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10046,10362,28.021339893341064,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10047,10363,28.023072957992554,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10048,10364,28.024199962615967,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10049,10365,28.026832103729248,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10050,10366,28.02973699569702,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10051,10367,28.030592918395996,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10052,10368,28.030670881271362,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10053,10369,28.03067708015442,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10054,10370,28.032084941864014,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10055,10371,28.032596111297607,192.168.1.235,192.168.1.80,TCP,54,[SYN]
10056,10372,28.038153886795044,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
10057,10373,28.04104208946228,192.168.1.235,192.168.1.80,TCP,54,[SYN]
